group,n_ref,ref_mean,ref_std
"(35.15, -4.8499756, 2)",5,0.24522701,0.03193838
"(35.15, -4.8499756, 3)",5,0.2554993,0.031699754
"(35.15, -4.8499756, 4)",5,0.24802086,0.02580804
"(35.15, -4.8499756, 5)",5,0.22206268,0.01730959
"(35.15, -4.8499756, 6)",5,0.17198747,0.015790353
"(35.15, -4.8499756, 7)",5,0.13626258,0.009573959
"(35.15, -4.8499756, 8)",5,0.11776556,0.0062551973
"(35.15, -4.8499756, 9)",5,0.11468283,0.0054279044
"(35.15, -4.8499756, 10)",5,0.12515031,0.010667651
"(35.15, -4.8499756, 11)",5,0.17654605,0.046975736
"(35.15, -4.8499756, 12)",5,0.23315689,0.05361252
"(35.15, -4.799988, 1)",5,0.23497781,0.036958776
"(35.15, -4.799988, 2)",5,0.24879298,0.031193828
"(35.15, -4.799988, 3)",5,0.26051325,0.02935679
"(35.15, -4.799988, 4)",5,0.2546484,0.024114478
"(35.15, -4.799988, 5)",5,0.2304779,0.016157597
"(35.15, -4.799988, 6)",5,0.1803151,0.016151017
"(35.15, -4.799988, 7)",5,0.14110915,0.010003145
"(35.15, -4.799988, 8)",5,0.11951818,0.006355567
"(35.15, -4.799988, 9)",5,0.11501171,0.0057952576
"(35.15, -4.799988, 10)",5,0.12475489,0.011277435
"(35.15, -4.799988, 11)",5,0.1756404,0.047549088
"(35.15, -4.799988, 12)",5,0.23333669,0.054348957
"(35.15, -4.75, 1)",5,0.23226157,0.03691434
"(35.15, -4.75, 2)",5,0.24491246,0.03189165
"(35.15, -4.75, 3)",5,0.2563483,0.030451544
"(35.15, -4.75, 4)",5,0.25034928,0.024938421
"(35.15, -4.75, 5)",5,0.22586498,0.017470626
"(35.15, -4.75, 6)",5,0.1761498,0.016447848
"(35.15, -4.75, 7)",5,0.13818571,0.00996605
"(35.15, -4.75, 8)",5,0.118089676,0.0064567393
"(35.15, -4.75, 9)",5,0.11447494,0.0058764014
"(35.15, -4.75, 10)",5,0.12449342,0.011387325
"(35.15, -4.75, 11)",5,0.1744133,0.047083326
"(35.15, -4.75, 12)",5,0.23152348,0.053950544
"(35.15, -4.700012, 1)",5,0.2269748,0.035680182
"(35.15, -4.700012, 2)",5,0.23651397,0.032711376
"(35.15, -4.700012, 3)",5,0.24591693,0.033842485
"(35.15, -4.700012, 4)",5,0.23838365,0.027512094
"(35.15, -4.700012, 5)",5,0.21293208,0.02025714
"(35.15, -4.700012, 6)",5,0.1652453,0.016575625
"(35.15, -4.700012, 7)",5,0.13195169,0.009682429
"(35.15, -4.700012, 8)",5,0.115899265,0.0065837298
"(35.15, -4.700012, 9)",5,0.11436774,0.0059702042
"(35.15, -4.700012, 10)",5,0.12521248,0.011338285
"(35.15, -4.700012, 11)",5,0.17371114,0.045831524
"(35.15, -4.700012, 12)",5,0.22899003,0.052536864
"(35.15, -4.6500244, 1)",5,0.22825447,0.037033614
"(35.15, -4.6500244, 2)",5,0.23830526,0.03372487
"(35.15, -4.6500244, 3)",5,0.24986997,0.03178707
"(35.15, -4.6500244, 4)",5,0.24425979,0.025744062
"(35.15, -4.6500244, 5)",5,0.2199394,0.019306352
"(35.15, -4.6500244, 6)",5,0.1712128,0.016524643
"(35.15, -4.6500244, 7)",5,0.13487647,0.009915101
"(35.15, -4.6500244, 8)",5,0.11641295,0.006521929
"(35.15, -4.6500244, 9)",5,0.113839045,0.005989152
"(35.15, -4.6500244, 10)",5,0.124274276,0.011743609
"(35.15, -4.6500244, 11)",5,0.17253657,0.046261743
"(35.15, -4.6500244, 12)",5,0.22861934,0.05316901
"(35.15, -4.5999756, 1)",5,0.22615035,0.036862925
"(35.15, -4.5999756, 2)",5,0.23447812,0.03425478
"(35.15, -4.5999756, 3)",5,0.2458512,0.032684956
"(35.15, -4.5999756, 4)",5,0.24012032,0.02625285
"(35.15, -4.5999756, 5)",5,0.2158722,0.020282296
"(35.15, -4.5999756, 6)",5,0.16787542,0.016567767
"(35.15, -4.5999756, 7)",5,0.1328687,0.009957793
"(35.15, -4.5999756, 8)",5,0.11545901,0.006612238
"(35.15, -4.5999756, 9)",5,0.11356656,0.0061263638
"(35.15, -4.5999756, 10)",5,0.12432788,0.0119500505
"(35.15, -4.5999756, 11)",5,0.17158104,0.04571106
"(35.15, -4.5999756, 12)",5,0.2271413,0.052471217
"(35.15, -4.549988, 1)",5,0.2245818,0.036451217
"(35.15, -4.549988, 2)",5,0.23135993,0.03415386
"(35.15, -4.549988, 3)",5,0.24235284,0.033326533
"(35.15, -4.549988, 4)",5,0.23632824,0.026598647
"(35.15, -4.549988, 5)",5,0.21227281,0.021044493
"(35.15, -4.549988, 6)",5,0.16504662,0.016680028
"(35.15, -4.549988, 7)",5,0.13118348,0.010013458
"(35.15, -4.549988, 8)",5,0.114649914,0.0066869585
"(35.15, -4.549988, 9)",5,0.11336617,0.006245056
"(35.15, -4.549988, 10)",5,0.12437246,0.012093739
"(35.15, -4.549988, 11)",5,0.17045653,0.045122225
"(35.15, -4.549988, 12)",5,0.22601214,0.051457155
"(35.15, -4.5, 1)",5,0.22321674,0.0359773
"(35.15, -4.5, 2)",5,0.2288001,0.03375554
"(35.15, -4.5, 3)",5,0.23943147,0.0334888
"(35.15, -4.5, 4)",5,0.23314743,0.026716376
"(35.15, -4.5, 5)",5,0.20933798,0.021537868
"(35.15, -4.5, 6)",5,0.16275495,0.01665461
"(35.15, -4.5, 7)",5,0.12978216,0.009936349
"(35.15, -4.5, 8)",5,0.11392218,0.0066188797
"(35.15, -4.5, 9)",5,0.113147795,0.006289888
"(35.15, -4.5, 10)",5,0.12431023,0.012194404
"(35.15, -4.5, 11)",5,0.16923866,0.044548173
"(35.15, -4.5, 12)",5,0.2250065,0.050346013
"(35.15, -4.450012, 1)",5,0.22055693,0.034938708
"(35.15, -4.450012, 2)",5,0.22485895,0.032921858
"(35.15, -4.450012, 3)",5,0.23415813,0.033973284
"(35.15, -4.450012, 4)",5,0.22701733,0.02743489
"(35.15, -4.450012, 5)",5,0.20336115,0.022355929
"(35.15, -4.450012, 6)",5,0.15823938,0.0165051
"(35.15, -4.450012, 7)",5,0.12738593,0.009678913
"(35.15, -4.450012, 8)",5,0.11307385,0.00649291
"(35.15, -4.450012, 9)",5,0.11317835,0.0063832537
"(35.15, -4.450012, 10)",5,0.12458376,0.012384819
"(35.15, -4.450012, 11)",5,0.16808379,0.043585964
"(35.15, -4.450012, 12)",5,0.22332911,0.04890124
"(35.15, -4.4000244, 1)",5,0.21904655,0.03500003
"(35.15, -4.4000244, 2)",5,0.22372642,0.032647666
"(35.15, -4.4000244, 3)",5,0.23290905,0.03291844
"(35.15, -4.4000244, 4)",5,0.22613588,0.027214536
"(35.15, -4.4000244, 5)",5,0.20262246,0.022279808
"(35.15, -4.4000244, 6)",5,0.15756981,0.016202135
"(35.15, -4.4000244, 7)",5,0.12662229,0.0093324175
"(35.15, -4.4000244, 8)",5,0.11221753,0.006112396
"(35.15, -4.4000244, 9)",5,0.11252166,0.006340462
"(35.15, -4.4000244, 10)",5,0.123867236,0.012729453
"(35.15, -4.4000244, 11)",5,0.16629677,0.04296463
"(35.15, -4.4000244, 12)",5,0.22149488,0.04842262
"(35.15, -4.3499756, 1)",5,0.21660218,0.034834914
"(35.15, -4.3499756, 2)",5,0.22124586,0.032469504
"(35.15, -4.3499756, 3)",5,0.22961064,0.03255998
"(35.15, -4.3499756, 4)",5,0.22272077,0.027490253
"(35.15, -4.3499756, 5)",5,0.19941846,0.02261767
"(35.15, -4.3499756, 6)",5,0.15514599,0.01593401
"(35.15, -4.3499756, 7)",5,0.12514342,0.009080527
"(35.15, -4.3499756, 8)",5,0.11133301,0.0059095747
"(35.15, -4.3499756, 9)",5,0.112238124,0.0065023536
"(35.15, -4.3499756, 10)",5,0.12354392,0.013270292
"(35.15, -4.3499756, 11)",5,0.1646829,0.042191803
"(35.15, -4.3499756, 12)",5,0.21907225,0.04782704
"(35.15, -4.299988, 1)",5,0.21551225,0.035583105
"(35.15, -4.299988, 2)",5,0.22101311,0.033063643
"(35.15, -4.299988, 3)",5,0.22945604,0.03165847
"(35.15, -4.299988, 4)",5,0.22334495,0.02726927
"(35.15, -4.299988, 5)",5,0.20030002,0.022579804
"(35.15, -4.299988, 6)",5,0.15558101,0.01572338
"(35.15, -4.299988, 7)",5,0.12486644,0.008909053
"(35.15, -4.299988, 8)",5,0.11043455,0.0056726574
"(35.15, -4.299988, 9)",5,0.11151771,0.0066957744
"(35.15, -4.299988, 10)",5,0.122558616,0.013953221
"(35.15, -4.299988, 11)",5,0.16280594,0.04186101
"(35.15, -4.299988, 12)",5,0.21703765,0.047618326
"(35.15, -4.25, 1)",5,0.21482798,0.03627163
"(35.15, -4.25, 2)",5,0.22114885,0.033581827
"(35.15, -4.25, 3)",5,0.22976434,0.03106607
"(35.15, -4.25, 4)",5,0.22435725,0.026828334
"(35.15, -4.25, 5)",5,0.2018483,0.022513684
"(35.15, -4.25, 6)",5,0.15668423,0.015694488
"(35.15, -4.25, 7)",5,0.12506232,0.008897062
"(35.15, -4.25, 8)",5,0.10980227,0.0055776755
"(35.15, -4.25, 9)",5,0.11097355,0.006942537
"(35.15, -4.25, 10)",5,0.121620156,0.014535309
"(35.15, -4.25, 11)",5,0.16101398,0.041617822
"(35.15, -4.25, 12)",5,0.21556576,0.046797745
"(35.15, -4.200012, 1)",5,0.21368782,0.036580935
"(35.15, -4.200012, 2)",5,0.22065258,0.033631515
"(35.15, -4.200012, 3)",5,0.22899799,0.03100091
"(35.15, -4.200012, 4)",5,0.22384731,0.026496636
"(35.15, -4.200012, 5)",5,0.20193371,0.022579404
"(35.15, -4.200012, 6)",5,0.15679474,0.015753638
"(35.15, -4.200012, 7)",5,0.12489571,0.008935312
"(35.15, -4.200012, 8)",5,0.10924981,0.0055821566
"(35.15, -4.200012, 9)",5,0.110609636,0.007137135
"(35.15, -4.200012, 10)",5,0.12090671,0.014937275
"(35.15, -4.200012, 11)",5,0.15937212,0.041224137
"(35.15, -4.200012, 12)",5,0.21406706,0.045580342
"(35.15, -4.1500244, 1)",5,0.21223414,0.03684633
"(35.15, -4.1500244, 2)",5,0.2200553,0.03331423
"(35.15, -4.1500244, 3)",5,0.22802444,0.031173496
"(35.15, -4.1500244, 4)",5,0.22306916,0.026247494
"(35.15, -4.1500244, 5)",5,0.20166759,0.02258763
"(35.15, -4.1500244, 6)",5,0.15671942,0.015857546
"(35.15, -4.1500244, 7)",5,0.12466073,0.008964579
"(35.15, -4.1500244, 8)",5,0.1087141,0.0055765673
"(35.15, -4.1500244, 9)",5,0.110143796,0.0072181267
"(35.15, -4.1500244, 10)",5,0.120109774,0.015014614
"(35.15, -4.1500244, 11)",5,0.15755376,0.040708795
"(35.15, -4.1500244, 12)",5,0.21201114,0.044782396
"(35.15, -4.0999756, 1)",5,0.20980482,0.036870208
"(35.15, -4.0999756, 2)",5,0.21802369,0.0327855
"(35.15, -4.0999756, 3)",5,0.2251012,0.032012075
"(35.15, -4.0999756, 4)",5,0.21978197,0.026448162
"(35.15, -4.0999756, 5)",5,0.19852984,0.022900933
"(35.15, -4.0999756, 6)",5,0.1543176,0.015899964
"(35.15, -4.0999756, 7)",5,0.12314646,0.008898457
"(35.15, -4.0999756, 8)",5,0.10775069,0.0055457563
"(35.15, -4.0999756, 9)",5,0.10957359,0.0072292765
"(35.15, -4.0999756, 10)",5,0.119324125,0.014886881
"(35.15, -4.0999756, 11)",5,0.15554543,0.040057752
"(35.15, -4.0999756, 12)",5,0.20909345,0.04418989
"(35.15, -4.049988, 1)",5,0.20688477,0.036996383
"(35.15, -4.049988, 2)",5,0.21503945,0.032551743
"(35.15, -4.049988, 3)",5,0.22113137,0.033056386
"(35.15, -4.049988, 4)",5,0.21515536,0.026840134
"(35.15, -4.049988, 5)",5,0.19371697,0.023218218
"(35.15, -4.049988, 6)",5,0.150678,0.015800321
"(35.15, -4.049988, 7)",5,0.12099526,0.008724391
"(35.15, -4.049988, 8)",5,0.106604494,0.0054810853
"(35.15, -4.049988, 9)",5,0.1089749,0.0072333957
"(35.15, -4.049988, 10)",5,0.11846552,0.014525427
"(35.15, -4.049988, 11)",5,0.15345976,0.03944245
"(35.15, -4.049988, 12)",5,0.20545617,0.043950565
"(35.15, -4.0, 1)",5,0.20517442,0.037664104
"(35.15, -4.0, 2)",5,0.21391264,0.03305623
"(35.15, -4.0, 3)",5,0.22002575,0.03320083
"(35.15, -4.0, 4)",5,0.21452856,0.026777644
"(35.15, -4.0, 5)",5,0.19284345,0.022948284
"(35.15, -4.0, 6)",5,0.15016516,0.015677964
"(35.15, -4.0, 7)",5,0.120516166,0.008575123
"(35.15, -4.0, 8)",5,0.10606158,0.0053718025
"(35.15, -4.0, 9)",5,0.10848508,0.0073071113
"(35.15, -4.0, 10)",5,0.11745511,0.0139924735
"(35.15, -4.0, 11)",5,0.15154415,0.03922193
"(35.15, -4.0, 12)",5,0.20247474,0.04385764
"(35.15, -3.9500122, 1)",5,0.2032628,0.037994135
"(35.15, -3.9500122, 2)",5,0.21216993,0.033615455
"(35.15, -3.9500122, 3)",5,0.21800478,0.033395495
"(35.15, -3.9500122, 4)",5,0.21282597,0.026720945
"(35.15, -3.9500122, 5)",5,0.19097254,0.022810677
"(35.15, -3.9500122, 6)",5,0.14886539,0.015502278
"(35.15, -3.9500122, 7)",5,0.11966324,0.00840402
"(35.15, -3.9500122, 8)",5,0.10545395,0.0052787317
"(35.15, -3.9500122, 9)",5,0.10809116,0.007392375
"(35.15, -3.9500122, 10)",5,0.11648333,0.013272963
"(35.15, -3.9500122, 11)",5,0.14976172,0.039019547
"(35.15, -3.9500122, 12)",5,0.20005648,0.042951517
"(35.15, -3.9000244, 1)",5,0.20055418,0.03774828
"(35.15, -3.9000244, 2)",5,0.20902474,0.03365842
"(35.15, -3.9000244, 3)",5,0.21379685,0.03399936
"(35.15, -3.9000244, 4)",5,0.20815316,0.026810165
"(35.15, -3.9000244, 5)",5,0.1862593,0.022902304
"(35.15, -3.9000244, 6)",5,0.14547023,0.015213103
"(35.15, -3.9000244, 7)",5,0.1178123,0.008177492
"(35.15, -3.9000244, 8)",5,0.10462878,0.0052092127
"(35.15, -3.9000244, 9)",5,0.107849695,0.0074170516
"(35.15, -3.9000244, 10)",5,0.11578868,0.012538318
"(35.15, -3.9000244, 11)",5,0.14805123,0.03866726
"(35.15, -3.9000244, 12)",5,0.1975461,0.04140022
"(35.15, -3.8499756, 1)",5,0.19809291,0.037520465
"(35.15, -3.8499756, 2)",5,0.20655282,0.033536784
"(35.15, -3.8499756, 3)",5,0.21040635,0.03444446
"(35.15, -3.8499756, 4)",5,0.20458324,0.026820261
"(35.15, -3.8499756, 5)",5,0.1829212,0.02299288
"(35.15, -3.8499756, 6)",5,0.14319706,0.015037452
"(35.15, -3.8499756, 7)",5,0.11657782,0.008012819
"(35.15, -3.8499756, 8)",5,0.10401102,0.0051494306
"(35.15, -3.8499756, 9)",5,0.10765711,0.007452309
"(35.15, -3.8499756, 10)",5,0.11513653,0.011954737
"(35.15, -3.8499756, 11)",5,0.14622691,0.03834126
"(35.15, -3.8499756, 12)",5,0.19517727,0.039681245
"(35.15, -3.7999878, 1)",5,0.19594136,0.03748714
"(35.15, -3.7999878, 2)",5,0.20486036,0.033431727
"(35.15, -3.7999878, 3)",5,0.20818827,0.034661364
"(35.15, -3.7999878, 4)",5,0.20247515,0.026774643
"(35.15, -3.7999878, 5)",5,0.18110427,0.023085918
"(35.15, -3.7999878, 6)",5,0.14199613,0.014978183
"(35.15, -3.7999878, 7)",5,0.11584338,0.007903515
"(35.15, -3.7999878, 8)",5,0.10348048,0.005109636
"(35.15, -3.7999878, 9)",5,0.10742702,0.007565367
"(35.15, -3.7999878, 10)",5,0.1145133,0.011699225
"(35.15, -3.7999878, 11)",5,0.1443096,0.038045958
"(35.15, -3.7999878, 12)",5,0.19275364,0.038053464
"(35.15, -3.75, 1)",5,0.19648804,0.0387941
"(35.15, -3.75, 2)",5,0.20809165,0.034706254
"(35.15, -3.75, 3)",5,0.21337399,0.033659898
"(35.15, -3.75, 4)",5,0.21086283,0.026062367
"(35.15, -3.75, 5)",5,0.19031617,0.02249967
"(35.15, -3.75, 6)",5,0.14928639,0.015399554
"(35.15, -3.75, 7)",5,0.1195005,0.008065112
"(35.15, -3.75, 8)",5,0.10434361,0.005023563
"(35.15, -3.75, 9)",5,0.107318476,0.008109716
"(35.15, -3.75, 10)",5,0.11374384,0.012058825
"(35.15, -3.75, 11)",5,0.14249167,0.0383094
"(35.15, -3.75, 12)",5,0.19148372,0.037309907
"(35.15, -3.7000122, 1)",5,0.1943124,0.03900009
"(35.15, -3.7000122, 2)",5,0.20633106,0.03468916
"(35.15, -3.7000122, 3)",5,0.21151178,0.033965416
"(35.15, -3.7000122, 4)",5,0.20915253,0.026199447
"(35.15, -3.7000122, 5)",5,0.18890616,0.022486398
"(35.15, -3.7000122, 6)",5,0.14842384,0.015282088
"(35.15, -3.7000122, 7)",5,0.11898637,0.0079230685
"(35.15, -3.7000122, 8)",5,0.103904046,0.004934366
"(35.15, -3.7000122, 9)",5,0.10719006,0.008237822
"(35.15, -3.7000122, 10)",5,0.11357318,0.012578787
"(35.15, -3.7000122, 11)",5,0.14068237,0.03782816
"(35.15, -3.7000122, 12)",5,0.18864901,0.03597236
"(35.15, -3.6500244, 1)",5,0.19042958,0.038665842
"(35.15, -3.6500244, 2)",5,0.20152791,0.03425331
"(35.15, -3.6500244, 3)",5,0.2053785,0.034866568
"(35.15, -3.6500244, 4)",5,0.20139186,0.026839709
"(35.15, -3.6500244, 5)",5,0.1809111,0.0227164
"(35.15, -3.6500244, 6)",5,0.14229478,0.014702751
"(35.15, -3.6500244, 7)",5,0.11557106,0.007546804
"(35.15, -3.6500244, 8)",5,0.1023769,0.0047696014
"(35.15, -3.6500244, 9)",5,0.106694855,0.007913608
"(35.15, -3.6500244, 10)",5,0.11344703,0.013053301
"(35.15, -3.6500244, 11)",5,0.13874373,0.036845043
"(35.15, -3.6500244, 12)",5,0.18452004,0.034535762
"(35.15, -3.5999756, 1)",5,0.18880661,0.03896811
"(35.15, -3.5999756, 2)",5,0.20042083,0.034732293
"(35.15, -3.5999756, 3)",5,0.2045289,0.034887753
"(35.15, -3.5999756, 4)",5,0.20117657,0.027049866
"(35.15, -3.5999756, 5)",5,0.18105505,0.02259439
"(35.15, -3.5999756, 6)",5,0.14273366,0.014636744
"(35.15, -3.5999756, 7)",5,0.11575399,0.007536847
"(35.15, -3.5999756, 8)",5,0.102274105,0.004661009
"(35.15, -3.5999756, 9)",5,0.10647669,0.007840384
"(35.15, -3.5999756, 10)",5,0.11317585,0.013529527
"(35.15, -3.5999756, 11)",5,0.13721213,0.036451507
"(35.15, -3.5999756, 12)",5,0.18156293,0.033983525
"(35.15, -3.5499878, 1)",5,0.18730816,0.039168272
"(35.15, -3.5499878, 2)",5,0.19926861,0.03530545
"(35.15, -3.5499878, 3)",5,0.20345657,0.03494965
"(35.15, -3.5499878, 4)",5,0.2005573,0.027365183
"(35.15, -3.5499878, 5)",5,0.18082838,0.022692239
"(35.15, -3.5499878, 6)",5,0.14296088,0.014761792
"(35.15, -3.5499878, 7)",5,0.11588347,0.0076639666
"(35.15, -3.5499878, 8)",5,0.10224686,0.004653107
"(35.15, -3.5499878, 9)",5,0.10623775,0.007680173
"(35.15, -3.5499878, 10)",5,0.11284234,0.013802635
"(35.15, -3.5499878, 11)",5,0.13585721,0.036064304
"(35.15, -3.5499878, 12)",5,0.17865875,0.03375113
"(35.15, -3.5, 1)",5,0.1877278,0.039669916
"(35.15, -3.5, 2)",5,0.2010015,0.036309987
"(35.15, -3.5, 3)",5,0.20621344,0.034563743
"(35.15, -3.5, 4)",5,0.20532742,0.027282516
"(35.15, -3.5, 5)",5,0.18663988,0.022505248
"(35.15, -3.5, 6)",5,0.1483182,0.015288441
"(35.15, -3.5, 7)",5,0.11907965,0.008035223
"(35.15, -3.5, 8)",5,0.10363452,0.0046990057
"(35.15, -3.5, 9)",5,0.10652097,0.007823951
"(35.15, -3.5, 10)",5,0.1126845,0.014081092
"(35.15, -3.5, 11)",5,0.1350626,0.03610952
"(35.15, -3.5, 12)",5,0.17711529,0.03397631
"(35.15, -3.4500122, 1)",5,0.18643418,0.039527062
"(35.15, -3.4500122, 2)",5,0.19977203,0.036750417
"(35.15, -3.4500122, 3)",5,0.20481944,0.03476113
"(35.15, -3.4500122, 4)",5,0.2041684,0.027490377
"(35.15, -3.4500122, 5)",5,0.18591265,0.02268776
"(35.15, -3.4500122, 6)",5,0.14796767,0.015453332
"(35.15, -3.4500122, 7)",5,0.118902825,0.008189562
"(35.15, -3.4500122, 8)",5,0.10353271,0.00477303
"(35.15, -3.4500122, 9)",5,0.10620023,0.007588212
"(35.15, -3.4500122, 10)",5,0.112305954,0.014061228
"(35.15, -3.4500122, 11)",5,0.13416788,0.035700586
"(35.15, -3.4500122, 12)",5,0.17511842,0.03360087
"(35.15, -3.4000244, 1)",5,0.18577762,0.039271146
"(35.15, -3.4000244, 2)",5,0.199388,0.037054006
"(35.15, -3.4000244, 3)",5,0.20463136,0.034735184
"(35.15, -3.4000244, 4)",5,0.20462283,0.027403515
"(35.15, -3.4000244, 5)",5,0.18699309,0.02266947
"(35.15, -3.4000244, 6)",5,0.14902215,0.01555775
"(35.15, -3.4000244, 7)",5,0.11958474,0.008339184
"(35.15, -3.4000244, 8)",5,0.10384838,0.0048323097
"(35.15, -3.4000244, 9)",5,0.106057726,0.007458585
"(35.15, -3.4000244, 10)",5,0.111978255,0.013930747
"(35.15, -3.4000244, 11)",5,0.13365252,0.035454255
"(35.15, -3.4000244, 12)",5,0.17390898,0.033218168
"(35.15, -3.3499756, 1)",5,0.18306993,0.03846464
"(35.15, -3.3499756, 2)",5,0.19582148,0.036706917
"(35.15, -3.3499756, 3)",5,0.20008282,0.035108462
"(35.15, -3.3499756, 4)",5,0.19885898,0.027720759
"(35.15, -3.3499756, 5)",5,0.1809356,0.023189196
"(35.15, -3.3499756, 6)",5,0.14358428,0.015135538
"(35.15, -3.3499756, 7)",5,0.11627346,0.00820397
"(35.15, -3.3499756, 8)",5,0.102265276,0.004887833
"(35.15, -3.3499756, 9)",5,0.1050755,0.00690037
"(35.15, -3.3499756, 10)",5,0.11124657,0.013502006
"(35.15, -3.3499756, 11)",5,0.13268536,0.03464111
"(35.15, -3.3499756, 12)",5,0.17163154,0.03229307
"(35.15, -3.2999878, 1)",5,0.1815409,0.03788557
"(35.15, -3.2999878, 2)",5,0.19407007,0.03640006
"(35.15, -3.2999878, 3)",5,0.19783804,0.035089467
"(35.15, -3.2999878, 4)",5,0.1961761,0.027862234
"(35.15, -3.2999878, 5)",5,0.1782155,0.023460496
"(35.15, -3.2999878, 6)",5,0.14109662,0.014801453
"(35.15, -3.2999878, 7)",5,0.114888,0.008175861
"(35.15, -3.2999878, 8)",5,0.1016775,0.0049671466
"(35.15, -3.2999878, 9)",5,0.10463494,0.006547637
"(35.15, -3.2999878, 10)",5,0.11085012,0.013155433
"(35.15, -3.2999878, 11)",5,0.13214782,0.034066696
"(35.15, -3.2999878, 12)",5,0.1701149,0.031690698
"(35.15, -3.25, 1)",5,0.18104017,0.03762459
"(35.15, -3.25, 2)",5,0.19420119,0.03604677
"(35.15, -3.25, 3)",5,0.19807772,0.03469783
"(35.15, -3.25, 4)",5,0.19683921,0.027849201
"(35.15, -3.25, 5)",5,0.17894487,0.023579769
"(35.15, -3.25, 6)",5,0.14138219,0.014768453
"(35.15, -3.25, 7)",5,0.11495725,0.008184829
"(35.15, -3.25, 8)",5,0.1015622,0.004915784
"(35.15, -3.25, 9)",5,0.10427149,0.0065749525
"(35.15, -3.25, 10)",5,0.11038388,0.013062457
"(35.15, -3.25, 11)",5,0.13157575,0.033743255
"(35.15, -3.25, 12)",5,0.16900267,0.03143714
"(35.15, -3.2000122, 1)",5,0.20701616,0.04339679
"(35.15, -3.2000122, 2)",5,0.21727142,0.0424471
"(35.15, -3.2000122, 3)",5,0.22082396,0.036770172
"(35.15, -3.2000122, 4)",5,0.22228786,0.031258985
"(35.15, -3.2000122, 5)",5,0.20731194,0.026907438
"(35.15, -3.2000122, 6)",5,0.17569779,0.0143506
"(35.15, -3.2000122, 7)",5,0.15585342,0.009740491
"(35.15, -3.2000122, 8)",5,0.14606401,0.009597087
"(35.15, -3.2000122, 9)",5,0.14802344,0.008417912
"(35.15, -3.2000122, 10)",5,0.15201998,0.012122312
"(35.15, -3.2000122, 11)",5,0.16768734,0.026736945
"(35.15, -3.2000122, 12)",5,0.19810227,0.032916006
"(35.15, -3.1500244, 1)",5,0.20590596,0.042488266
"(35.15, -3.1500244, 2)",5,0.21677618,0.040892966
"(35.15, -3.1500244, 3)",5,0.2201436,0.035674725
"(35.15, -3.1500244, 4)",5,0.2217708,0.030470708
"(35.15, -3.1500244, 5)",5,0.20717902,0.027126078
"(35.15, -3.1500244, 6)",5,0.1754742,0.014654462
"(35.15, -3.1500244, 7)",5,0.15577903,0.010173992
"(35.15, -3.1500244, 8)",5,0.14598787,0.009789894
"(35.15, -3.1500244, 9)",5,0.1477997,0.008524912
"(35.15, -3.1500244, 10)",5,0.15181826,0.01217403
"(35.15, -3.1500244, 11)",5,0.16720925,0.026443994
"(35.15, -3.1500244, 12)",5,0.19711514,0.032454737
"(35.15, -3.0999756, 1)",5,0.20513257,0.04109993
"(35.15, -3.0999756, 2)",5,0.21717508,0.03923696
"(35.15, -3.0999756, 3)",5,0.22095391,0.034902517
"(35.15, -3.0999756, 4)",5,0.22319274,0.029763779
"(35.15, -3.0999756, 5)",5,0.20930395,0.027737897
"(35.15, -3.0999756, 6)",5,0.17672306,0.015222336
"(35.15, -3.0999756, 7)",5,0.15613446,0.010230971
"(35.15, -3.0999756, 8)",5,0.14561024,0.009259869
"(35.15, -3.0999756, 9)",5,0.14695734,0.0079903975
"(35.15, -3.0999756, 10)",5,0.15091011,0.011910212
"(35.15, -3.0999756, 11)",5,0.16624364,0.026531193
"(35.15, -3.0999756, 12)",5,0.19616364,0.031492688
"(35.15, -3.0499878, 1)",5,0.1788113,0.035714515
"(35.15, -3.0499878, 2)",5,0.19479898,0.03205417
"(35.15, -3.0499878, 3)",5,0.19847158,0.032456215
"(35.15, -3.0499878, 4)",5,0.19766435,0.026119387
"(35.15, -3.0499878, 5)",5,0.18041494,0.025022041
"(35.15, -3.0499878, 6)",5,0.14109357,0.015702203
"(35.15, -3.0499878, 7)",5,0.114344455,0.008661116
"(35.15, -3.0499878, 8)",5,0.10052395,0.005026137
"(35.15, -3.0499878, 9)",5,0.102460265,0.0068759546
"(35.15, -3.0499878, 10)",5,0.10878173,0.013450517
"(35.15, -3.0499878, 11)",5,0.12932593,0.03309704
"(35.15, -3.0499878, 12)",5,0.16585548,0.029952064
"(35.15, -3.0, 1)",5,0.25976872,0.0010685893
"(35.15, -3.0, 2)",5,0.26025808,0.000993108
"(35.15, -3.0, 3)",5,0.26051813,0.0013110935
"(35.15, -3.0, 4)",5,0.26115802,0.001277298
"(35.15, -3.0, 5)",5,0.26148385,0.0015869248
"(35.15, -3.0, 6)",5,0.2602656,0.0012193079
"(35.15, -3.0, 7)",5,0.25930658,0.00098361
"(35.15, -3.0, 8)",5,0.25856405,0.00087451783
"(35.15, -3.0, 9)",5,0.2584463,0.0009831683
"(35.15, -3.0, 10)",5,0.2584201,0.00130345
"(35.15, -3.0, 11)",5,0.25898296,0.0021837475
"(35.15, -3.0, 12)",5,0.26005325,0.0013768245
"(35.15, -2.9500122, 1)",5,0.17830487,0.03485079
"(35.15, -2.9500122, 2)",5,0.19439554,0.031814225
"(35.15, -2.9500122, 3)",5,0.1971169,0.032344986
