year,month,pct_area,experiment,dry_category,robustness
2019,1,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,2,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,3,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,4,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,5,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,6,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,7,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,8,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,9,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,10,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,11,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2019,12,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,1,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,2,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,3,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,4,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,5,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,6,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,7,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,8,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,9,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,10,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,11,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2020,12,0.0,OPL,D3,qc_only_not_robust_with_5yr_reference
2016,1,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,2,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,3,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,4,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,5,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,6,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,7,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,8,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,9,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,10,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,11,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2016,12,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,1,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,2,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,3,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,4,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,5,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,6,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,7,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,8,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,9,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,10,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,11,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2017,12,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,1,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,2,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,3,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,4,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,5,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,6,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
2018,7,0.0,OPL,D4,qc_only_not_robust_with_5yr_reference
